material	sop	exp	rep	org	machine
FC-APC-Cy7	1	1	1	AgilentSC	Quanteon
FC-APC	1	1	1	AgilentSC	Quanteon
FC-FITC	1	1	1	AgilentSC	Quanteon
FC-PE-Cy7	1	1	1	AgilentSC	Quanteon
FC-PerCP-Cy5.5	1	1	1	AgilentSC	Quanteon
FC-PE	1	1	1	AgilentSC	Quanteon
FC-V450	1	1	1	AgilentSC	Quanteon
FC-V500-C	1	1	1	AgilentSC	Quanteon
RCP-30-5A	1	1	1	AgilentSC	Quanteon
APC-cryoPBMC	2	1	1	AgilentSC	Quanteon
APC-Cy7-cryoPBMC	2	1	1	AgilentSC	Quanteon
AqLD-lyoLeuk	2	1	1	AgilentSC	Quanteon
AxPB-lyoLeuk	2	1	1	AgilentSC	Quanteon
FITC-cryoPBMC	2	1	1	AgilentSC	Quanteon
PE-cryoPBMC	2	1	1	AgilentSC	Quanteon
PE-Cy7-cryoPBMC	2	1	1	AgilentSC	Quanteon
PerCP-Cy5.5-cryoPBMC	2	1	1	AgilentSC	Quanteon
APC-AbCTotal	2	2	1	AgilentSC	Quanteon
APC-Cy7-AbCTotal	2	2	1	AgilentSC	Quanteon
FITC-AbCTotal	2	2	1	AgilentSC	Quanteon
PE-AbCTotal	2	2	1	AgilentSC	Quanteon
PE-Cy7-AbCTotal	2	2	1	AgilentSC	Quanteon
PerCP-Cy5.5-AbCTotal	2	2	1	AgilentSC	Quanteon
APC-Versacmp	2	3	1	AgilentSC	Quanteon
APC-Cy7-Versacmp	2	3	1	AgilentSC	Quanteon
FITC-Versacmp	2	3	1	AgilentSC	Quanteon
PE-Versacmp	2	3	1	AgilentSC	Quanteon
PE-Cy7-Versacmp	2	3	1	AgilentSC	Quanteon
PerCP-Cy5.5-Versacmp	2	3	1	AgilentSC	Quanteon
AqBead	2	4	1	AgilentSC	Quanteon
PBBead	2	4	1	AgilentSC	Quanteon
cryoPBMC-APC-CD14-fmo	3	1	1	AgilentSC	Quanteon
cryoPBMC-APC-CD19-fmo	3	1	1	AgilentSC	Quanteon
cryoPBMC-APC-Cy7-fmo	3	1	1	AgilentSC	Quanteon
cryoPBMC-AqLD-fmo	3	1	1	AgilentSC	Quanteon
cryoPBMC-AxPB-fmo	3	1	1	AgilentSC	Quanteon
cryoPBMC-FITC-fmo	3	1	1	AgilentSC	Quanteon
cryoPBMC-PE-Cy7-fmo	3	1	1	AgilentSC	Quanteon
cryoPBMC-PE-fmo	3	1	1	AgilentSC	Quanteon
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	AgilentSC	Quanteon
panel1-cryoPBMC-1	3	1	1	AgilentSC	Quanteon
panel1-cryoPBMC-1	3	1	2	AgilentSC	Quanteon
panel1-cryoPBMC-1	3	1	3	AgilentSC	Quanteon
panel1-cryoPBMC-2	3	1	1	AgilentSC	Quanteon
panel1-cryoPBMC-2	3	1	2	AgilentSC	Quanteon
panel1-cryoPBMC-2	3	1	3	AgilentSC	Quanteon
panel1-cryoPBMC-3	3	1	1	AgilentSC	Quanteon
panel1-cryoPBMC-3	3	1	2	AgilentSC	Quanteon
panel1-cryoPBMC-3	3	1	3	AgilentSC	Quanteon
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	AgilentSC	Quanteon
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	AgilentSC	Quanteon
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	AgilentSC	Quanteon
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	AgilentSC	Quanteon
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	AgilentSC	Quanteon
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	AgilentSC	Quanteon
TruCount-CD45-TruCytes	3	3	1	AgilentSC	Quanteon
TruCount-CD45-TruCytes	3	3	2	AgilentSC	Quanteon
panel1-TruCytes	3	4	1	AgilentSC	Quanteon
panel1-TruCytes	3	4	2	AgilentSC	Quanteon
panel1-TruCytes	3	4	3	AgilentSC	Quanteon
FC-APC-Cy7	1	1	1	AgilentSD	Penteon
FC-APC	1	1	1	AgilentSD	Penteon
FC-FITC	1	1	1	AgilentSD	Penteon
FC-PE-Cy7	1	1	1	AgilentSD	Penteon
FC-PerCP-Cy5.5	1	1	1	AgilentSD	Penteon
FC-PE	1	1	1	AgilentSD	Penteon
FC-V450	1	1	1	AgilentSD	Penteon
FC-V500-C	1	1	1	AgilentSD	Penteon
RCP-30-5A	1	1	1	AgilentSD	Penteon
APC-cryoPBMC	2	1	1	AgilentSD	Penteon
APC-Cy7-cryoPBMC	2	1	1	AgilentSD	Penteon
AqLD-lyoLeuk	2	1	1	AgilentSD	Penteon
AxPB-lyoLeuk	2	1	1	AgilentSD	Penteon
FITC-cryoPBMC	2	1	1	AgilentSD	Penteon
PE-cryoPBMC	2	1	1	AgilentSD	Penteon
PE-Cy7-cryoPBMC	2	1	1	AgilentSD	Penteon
PerCP-Cy5.5-cryoPBMC	2	1	1	AgilentSD	Penteon
APC-AbCTotal	2	2	1	AgilentSD	Penteon
APC-Cy7-AbCTotal	2	2	1	AgilentSD	Penteon
FITC-AbCTotal	2	2	1	AgilentSD	Penteon
PE-AbCTotal	2	2	1	AgilentSD	Penteon
PE-Cy7-AbCTotal	2	2	1	AgilentSD	Penteon
PerCP-Cy5.5-AbCTotal	2	2	1	AgilentSD	Penteon
APC-Versacmp	2	3	1	AgilentSD	Penteon
APC-Cy7-Versacmp	2	3	1	AgilentSD	Penteon
FITC-Versacmp	2	3	1	AgilentSD	Penteon
PE-Versacmp	2	3	1	AgilentSD	Penteon
PE-Cy7-Versacmp	2	3	1	AgilentSD	Penteon
PerCP-Cy5.5-Versacmp	2	3	1	AgilentSD	Penteon
AqBead	2	4	1	AgilentSD	Penteon
PBBead	2	4	1	AgilentSD	Penteon
cryoPBMC-APC-CD14-fmo	3	1	1	AgilentSD	Penteon
cryoPBMC-APC-CD19-fmo	3	1	1	AgilentSD	Penteon
cryoPBMC-APC-Cy7-fmo	3	1	1	AgilentSD	Penteon
cryoPBMC-AqLD-fmo	3	1	1	AgilentSD	Penteon
cryoPBMC-AxPB-fmo	3	1	1	AgilentSD	Penteon
cryoPBMC-FITC-fmo	3	1	1	AgilentSD	Penteon
cryoPBMC-PE-Cy7-fmo	3	1	1	AgilentSD	Penteon
cryoPBMC-PE-fmo	3	1	1	AgilentSD	Penteon
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	AgilentSD	Penteon
panel1-cryoPBMC-1	3	1	1	AgilentSD	Penteon
panel1-cryoPBMC-1	3	1	2	AgilentSD	Penteon
panel1-cryoPBMC-1	3	1	3	AgilentSD	Penteon
panel1-cryoPBMC-2	3	1	1	AgilentSD	Penteon
panel1-cryoPBMC-2	3	1	2	AgilentSD	Penteon
panel1-cryoPBMC-2	3	1	3	AgilentSD	Penteon
panel1-cryoPBMC-3	3	1	1	AgilentSD	Penteon
panel1-cryoPBMC-3	3	1	2	AgilentSD	Penteon
panel1-cryoPBMC-3	3	1	3	AgilentSD	Penteon
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	AgilentSD	Penteon
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	AgilentSD	Penteon
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	AgilentSD	Penteon
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	AgilentSD	Penteon
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	AgilentSD	Penteon
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	AgilentSD	Penteon
TruCount-CD45-TruCytes	3	3	1	AgilentSD	Penteon
TruCount-CD45-TruCytes	3	3	2	AgilentSD	Penteon
panel1-TruCytes	3	4	1	AgilentSD	Penteon
panel1-TruCytes	3	4	2	AgilentSD	Penteon
panel1-TruCytes	3	4	3	AgilentSD	Penteon
FC-APC-Cy7	1	1	1	AZGBBIO	Aurora
FC-APC	1	1	1	AZGBBIO	Aurora
FC-FITC	1	1	1	AZGBBIO	Aurora
FC-PE-Cy7	1	1	1	AZGBBIO	Aurora
FC-PerCP-Cy5.5	1	1	1	AZGBBIO	Aurora
FC-PE	1	1	1	AZGBBIO	Aurora
FC-V450	1	1	1	AZGBBIO	Aurora
FC-V500-C	1	1	1	AZGBBIO	Aurora
RCP-30-5A	1	1	1	AZGBBIO	Aurora
APC-cryoPBMC	2	1	1	AZGBBIO	Aurora
APC-Cy7-cryoPBMC	2	1	1	AZGBBIO	Aurora
AqLD-lyoLeuk	2	1	1	AZGBBIO	Aurora
AxPB-lyoLeuk	2	1	1	AZGBBIO	Aurora
FITC-cryoPBMC	2	1	1	AZGBBIO	Aurora
PE-cryoPBMC	2	1	1	AZGBBIO	Aurora
PE-Cy7-cryoPBMC	2	1	1	AZGBBIO	Aurora
PerCP-Cy5.5-cryoPBMC	2	1	1	AZGBBIO	Aurora
APC-AbCTotal	2	2	1	AZGBBIO	Aurora
APC-Cy7-AbCTotal	2	2	1	AZGBBIO	Aurora
FITC-AbCTotal	2	2	1	AZGBBIO	Aurora
PE-AbCTotal	2	2	1	AZGBBIO	Aurora
PE-Cy7-AbCTotal	2	2	1	AZGBBIO	Aurora
PerCP-Cy5.5-AbCTotal	2	2	1	AZGBBIO	Aurora
APC-Versacmp	2	3	1	AZGBBIO	Aurora
APC-Cy7-Versacmp	2	3	1	AZGBBIO	Aurora
FITC-Versacmp	2	3	1	AZGBBIO	Aurora
PE-Versacmp	2	3	1	AZGBBIO	Aurora
PE-Cy7-Versacmp	2	3	1	AZGBBIO	Aurora
PerCP-Cy5.5-Versacmp	2	3	1	AZGBBIO	Aurora
AqBead	2	4	1	AZGBBIO	Aurora
PBBead	2	4	1	AZGBBIO	Aurora
cryoPBMC-APC-CD14-fmo	3	1	1	AZGBBIO	Aurora
cryoPBMC-APC-CD19-fmo	3	1	1	AZGBBIO	Aurora
cryoPBMC-APC-Cy7-fmo	3	1	1	AZGBBIO	Aurora
cryoPBMC-AqLD-fmo	3	1	1	AZGBBIO	Aurora
cryoPBMC-AxPB-fmo	3	1	1	AZGBBIO	Aurora
cryoPBMC-FITC-fmo	3	1	1	AZGBBIO	Aurora
cryoPBMC-PE-Cy7-fmo	3	1	1	AZGBBIO	Aurora
cryoPBMC-PE-fmo	3	1	1	AZGBBIO	Aurora
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	AZGBBIO	Aurora
panel1-cryoPBMC-1	3	1	1	AZGBBIO	Aurora
panel1-cryoPBMC-1	3	1	2	AZGBBIO	Aurora
panel1-cryoPBMC-1	3	1	3	AZGBBIO	Aurora
panel1-cryoPBMC-2	3	1	1	AZGBBIO	Aurora
panel1-cryoPBMC-2	3	1	2	AZGBBIO	Aurora
panel1-cryoPBMC-2	3	1	3	AZGBBIO	Aurora
panel1-cryoPBMC-3	3	1	1	AZGBBIO	Aurora
panel1-cryoPBMC-3	3	1	2	AZGBBIO	Aurora
panel1-cryoPBMC-3	3	1	3	AZGBBIO	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	AZGBBIO	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	AZGBBIO	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	AZGBBIO	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	AZGBBIO	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	AZGBBIO	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	AZGBBIO	Aurora
TruCount-CD45-TruCytes	3	3	1	AZGBBIO	Aurora
TruCount-CD45-TruCytes	3	3	2	AZGBBIO	Aurora
panel1-TruCytes	3	4	1	AZGBBIO	Aurora
panel1-TruCytes	3	4	2	AZGBBIO	Aurora
panel1-TruCytes	3	4	3	AZGBBIO	Aurora
FC-APC-Cy7	1	1	1	AZGBBIO	SymphonyA3
FC-APC	1	1	1	AZGBBIO	SymphonyA3
FC-FITC	1	1	1	AZGBBIO	SymphonyA3
FC-PE-Cy7	1	1	1	AZGBBIO	SymphonyA3
FC-PerCP-Cy5.5	1	1	1	AZGBBIO	SymphonyA3
FC-PE	1	1	1	AZGBBIO	SymphonyA3
FC-V450	1	1	1	AZGBBIO	SymphonyA3
FC-V500-C	1	1	1	AZGBBIO	SymphonyA3
RCP-30-5A	1	1	1	AZGBBIO	SymphonyA3
APC-cryoPBMC	2	1	1	AZGBBIO	SymphonyA3
APC-Cy7-cryoPBMC	2	1	1	AZGBBIO	SymphonyA3
AqLD-lyoLeuk	2	1	1	AZGBBIO	SymphonyA3
AxPB-lyoLeuk	2	1	1	AZGBBIO	SymphonyA3
FITC-cryoPBMC	2	1	1	AZGBBIO	SymphonyA3
PE-cryoPBMC	2	1	1	AZGBBIO	SymphonyA3
PE-Cy7-cryoPBMC	2	1	1	AZGBBIO	SymphonyA3
PerCP-Cy5.5-cryoPBMC	2	1	1	AZGBBIO	SymphonyA3
APC-AbCTotal	2	2	1	AZGBBIO	SymphonyA3
APC-Cy7-AbCTotal	2	2	1	AZGBBIO	SymphonyA3
FITC-AbCTotal	2	2	1	AZGBBIO	SymphonyA3
PE-AbCTotal	2	2	1	AZGBBIO	SymphonyA3
PE-Cy7-AbCTotal	2	2	1	AZGBBIO	SymphonyA3
PerCP-Cy5.5-AbCTotal	2	2	1	AZGBBIO	SymphonyA3
APC-Versacmp	2	3	1	AZGBBIO	SymphonyA3
APC-Cy7-Versacmp	2	3	1	AZGBBIO	SymphonyA3
FITC-Versacmp	2	3	1	AZGBBIO	SymphonyA3
PE-Versacmp	2	3	1	AZGBBIO	SymphonyA3
PE-Cy7-Versacmp	2	3	1	AZGBBIO	SymphonyA3
PerCP-Cy5.5-Versacmp	2	3	1	AZGBBIO	SymphonyA3
AqBead	2	4	1	AZGBBIO	SymphonyA3
PBBead	2	4	1	AZGBBIO	SymphonyA3
cryoPBMC-APC-CD14-fmo	3	1	1	AZGBBIO	SymphonyA3
cryoPBMC-APC-CD19-fmo	3	1	1	AZGBBIO	SymphonyA3
cryoPBMC-APC-Cy7-fmo	3	1	1	AZGBBIO	SymphonyA3
cryoPBMC-AqLD-fmo	3	1	1	AZGBBIO	SymphonyA3
cryoPBMC-AxPB-fmo	3	1	1	AZGBBIO	SymphonyA3
cryoPBMC-FITC-fmo	3	1	1	AZGBBIO	SymphonyA3
cryoPBMC-PE-Cy7-fmo	3	1	1	AZGBBIO	SymphonyA3
cryoPBMC-PE-fmo	3	1	1	AZGBBIO	SymphonyA3
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	AZGBBIO	SymphonyA3
panel1-cryoPBMC-1	3	1	1	AZGBBIO	SymphonyA3
panel1-cryoPBMC-1	3	1	2	AZGBBIO	SymphonyA3
panel1-cryoPBMC-1	3	1	3	AZGBBIO	SymphonyA3
panel1-cryoPBMC-2	3	1	1	AZGBBIO	SymphonyA3
panel1-cryoPBMC-2	3	1	2	AZGBBIO	SymphonyA3
panel1-cryoPBMC-2	3	1	3	AZGBBIO	SymphonyA3
panel1-cryoPBMC-3	3	1	1	AZGBBIO	SymphonyA3
panel1-cryoPBMC-3	3	1	2	AZGBBIO	SymphonyA3
panel1-cryoPBMC-3	3	1	3	AZGBBIO	SymphonyA3
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	AZGBBIO	SymphonyA3
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	AZGBBIO	SymphonyA3
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	AZGBBIO	SymphonyA3
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	AZGBBIO	SymphonyA3
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	AZGBBIO	SymphonyA3
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	AZGBBIO	SymphonyA3
TruCount-CD45-TruCytes	3	3	1	AZGBBIO	SymphonyA3
TruCount-CD45-TruCytes	3	3	2	AZGBBIO	SymphonyA3
panel1-TruCytes	3	4	1	AZGBBIO	SymphonyA3
panel1-TruCytes	3	4	2	AZGBBIO	SymphonyA3
panel1-TruCytes	3	4	3	AZGBBIO	SymphonyA3
FC-APC-Cy7	1	1	1	AZGBBIO	SymphonyA5
FC-APC	1	1	1	AZGBBIO	SymphonyA5
FC-FITC	1	1	1	AZGBBIO	SymphonyA5
FC-PE-Cy7	1	1	1	AZGBBIO	SymphonyA5
FC-PerCP-Cy5.5	1	1	1	AZGBBIO	SymphonyA5
FC-PE	1	1	1	AZGBBIO	SymphonyA5
FC-V450	1	1	1	AZGBBIO	SymphonyA5
FC-V500-C	1	1	1	AZGBBIO	SymphonyA5
RCP-30-5A	1	1	1	AZGBBIO	SymphonyA5
APC-cryoPBMC	2	1	1	AZGBBIO	SymphonyA5
APC-Cy7-cryoPBMC	2	1	1	AZGBBIO	SymphonyA5
AqLD-lyoLeuk	2	1	1	AZGBBIO	SymphonyA5
AxPB-lyoLeuk	2	1	1	AZGBBIO	SymphonyA5
FITC-cryoPBMC	2	1	1	AZGBBIO	SymphonyA5
PE-cryoPBMC	2	1	1	AZGBBIO	SymphonyA5
PE-Cy7-cryoPBMC	2	1	1	AZGBBIO	SymphonyA5
PerCP-Cy5.5-cryoPBMC	2	1	1	AZGBBIO	SymphonyA5
APC-AbCTotal	2	2	1	AZGBBIO	SymphonyA5
APC-Cy7-AbCTotal	2	2	1	AZGBBIO	SymphonyA5
FITC-AbCTotal	2	2	1	AZGBBIO	SymphonyA5
PE-AbCTotal	2	2	1	AZGBBIO	SymphonyA5
PE-Cy7-AbCTotal	2	2	1	AZGBBIO	SymphonyA5
PerCP-Cy5.5-AbCTotal	2	2	1	AZGBBIO	SymphonyA5
APC-Versacmp	2	3	1	AZGBBIO	SymphonyA5
APC-Cy7-Versacmp	2	3	1	AZGBBIO	SymphonyA5
FITC-Versacmp	2	3	1	AZGBBIO	SymphonyA5
PE-Versacmp	2	3	1	AZGBBIO	SymphonyA5
PE-Cy7-Versacmp	2	3	1	AZGBBIO	SymphonyA5
PerCP-Cy5.5-Versacmp	2	3	1	AZGBBIO	SymphonyA5
AqBead	2	4	1	AZGBBIO	SymphonyA5
PBBead	2	4	1	AZGBBIO	SymphonyA5
cryoPBMC-APC-CD14-fmo	3	1	1	AZGBBIO	SymphonyA5
cryoPBMC-APC-CD19-fmo	3	1	1	AZGBBIO	SymphonyA5
cryoPBMC-APC-Cy7-fmo	3	1	1	AZGBBIO	SymphonyA5
cryoPBMC-AqLD-fmo	3	1	1	AZGBBIO	SymphonyA5
cryoPBMC-AxPB-fmo	3	1	1	AZGBBIO	SymphonyA5
cryoPBMC-FITC-fmo	3	1	1	AZGBBIO	SymphonyA5
cryoPBMC-PE-Cy7-fmo	3	1	1	AZGBBIO	SymphonyA5
cryoPBMC-PE-fmo	3	1	1	AZGBBIO	SymphonyA5
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	AZGBBIO	SymphonyA5
panel1-cryoPBMC-1	3	1	1	AZGBBIO	SymphonyA5
panel1-cryoPBMC-1	3	1	2	AZGBBIO	SymphonyA5
panel1-cryoPBMC-1	3	1	3	AZGBBIO	SymphonyA5
panel1-cryoPBMC-2	3	1	1	AZGBBIO	SymphonyA5
panel1-cryoPBMC-2	3	1	2	AZGBBIO	SymphonyA5
panel1-cryoPBMC-2	3	1	3	AZGBBIO	SymphonyA5
panel1-cryoPBMC-3	3	1	1	AZGBBIO	SymphonyA5
panel1-cryoPBMC-3	3	1	2	AZGBBIO	SymphonyA5
panel1-cryoPBMC-3	3	1	3	AZGBBIO	SymphonyA5
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	AZGBBIO	SymphonyA5
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	AZGBBIO	SymphonyA5
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	AZGBBIO	SymphonyA5
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	AZGBBIO	SymphonyA5
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	AZGBBIO	SymphonyA5
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	AZGBBIO	SymphonyA5
TruCount-CD45-TruCytes	3	3	1	AZGBBIO	SymphonyA5
TruCount-CD45-TruCytes	3	3	2	AZGBBIO	SymphonyA5
panel1-TruCytes	3	4	1	AZGBBIO	SymphonyA5
panel1-TruCytes	3	4	2	AZGBBIO	SymphonyA5
panel1-TruCytes	3	4	3	AZGBBIO	SymphonyA5
FC-APC-Cy7	1	1	1	AZSSF	Aurora
FC-APC	1	1	1	AZSSF	Aurora
FC-FITC	1	1	1	AZSSF	Aurora
FC-PE-Cy7	1	1	1	AZSSF	Aurora
FC-PerCP-Cy5.5	1	1	1	AZSSF	Aurora
FC-PE	1	1	1	AZSSF	Aurora
FC-V450	1	1	1	AZSSF	Aurora
FC-V500-C	1	1	1	AZSSF	Aurora
RCP-30-5A	1	1	1	AZSSF	Aurora
APC-cryoPBMC	2	1	1	AZSSF	Aurora
APC-Cy7-cryoPBMC	2	1	1	AZSSF	Aurora
AqLD-lyoLeuk	2	1	1	AZSSF	Aurora
AxPB-lyoLeuk	2	1	1	AZSSF	Aurora
FITC-cryoPBMC	2	1	1	AZSSF	Aurora
PE-cryoPBMC	2	1	1	AZSSF	Aurora
PE-Cy7-cryoPBMC	2	1	1	AZSSF	Aurora
PerCP-Cy5.5-cryoPBMC	2	1	1	AZSSF	Aurora
APC-AbCTotal	2	2	1	AZSSF	Aurora
APC-Cy7-AbCTotal	2	2	1	AZSSF	Aurora
FITC-AbCTotal	2	2	1	AZSSF	Aurora
PE-AbCTotal	2	2	1	AZSSF	Aurora
PE-Cy7-AbCTotal	2	2	1	AZSSF	Aurora
PerCP-Cy5.5-AbCTotal	2	2	1	AZSSF	Aurora
APC-Versacmp	2	3	1	AZSSF	Aurora
APC-Cy7-Versacmp	2	3	1	AZSSF	Aurora
FITC-Versacmp	2	3	1	AZSSF	Aurora
PE-Versacmp	2	3	1	AZSSF	Aurora
PE-Cy7-Versacmp	2	3	1	AZSSF	Aurora
PerCP-Cy5.5-Versacmp	2	3	1	AZSSF	Aurora
AqBead	2	4	1	AZSSF	Aurora
PBBead	2	4	1	AZSSF	Aurora
cryoPBMC-APC-CD14-fmo	3	1	1	AZSSF	Aurora
cryoPBMC-APC-CD19-fmo	3	1	1	AZSSF	Aurora
cryoPBMC-APC-Cy7-fmo	3	1	1	AZSSF	Aurora
cryoPBMC-AqLD-fmo	3	1	1	AZSSF	Aurora
cryoPBMC-AxPB-fmo	3	1	1	AZSSF	Aurora
cryoPBMC-FITC-fmo	3	1	1	AZSSF	Aurora
cryoPBMC-PE-Cy7-fmo	3	1	1	AZSSF	Aurora
cryoPBMC-PE-fmo	3	1	1	AZSSF	Aurora
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	AZSSF	Aurora
panel1-cryoPBMC-1	3	1	1	AZSSF	Aurora
panel1-cryoPBMC-1	3	1	2	AZSSF	Aurora
panel1-cryoPBMC-1	3	1	3	AZSSF	Aurora
panel1-cryoPBMC-2	3	1	1	AZSSF	Aurora
panel1-cryoPBMC-2	3	1	2	AZSSF	Aurora
panel1-cryoPBMC-2	3	1	3	AZSSF	Aurora
panel1-cryoPBMC-3	3	1	1	AZSSF	Aurora
panel1-cryoPBMC-3	3	1	2	AZSSF	Aurora
panel1-cryoPBMC-3	3	1	3	AZSSF	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	AZSSF	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	AZSSF	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	AZSSF	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	2	AZSSF	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	1	AZSSF	Aurora
AqLD-TruCount-CD45-AxPB-cryoPBMC-3	3	2	2	AZSSF	Aurora
TruCount-CD45-TruCytes	3	3	1	AZSSF	Aurora
TruCount-CD45-TruCytes	3	3	2	AZSSF	Aurora
panel1-TruCytes	3	4	1	AZSSF	Aurora
panel1-TruCytes	3	4	2	AZSSF	Aurora
panel1-TruCytes	3	4	3	AZSSF	Aurora
FC-APC-Cy7	1	1	1	BCLS	Cytoflex
FC-APC	1	1	1	BCLS	Cytoflex
FC-FITC	1	1	1	BCLS	Cytoflex
FC-PE-Cy7	1	1	1	BCLS	Cytoflex
FC-PerCP-Cy5.5	1	1	1	BCLS	Cytoflex
FC-PE	1	1	1	BCLS	Cytoflex
FC-V450	1	1	1	BCLS	Cytoflex
FC-V500-C	1	1	1	BCLS	Cytoflex
RCP-30-5A	1	1	1	BCLS	Cytoflex
APC-cryoPBMC	2	1	1	BCLS	Cytoflex
APC-Cy7-cryoPBMC	2	1	1	BCLS	Cytoflex
AqLD-lyoLeuk	2	1	1	BCLS	Cytoflex
AxPB-lyoLeuk	2	1	1	BCLS	Cytoflex
FITC-cryoPBMC	2	1	1	BCLS	Cytoflex
PE-cryoPBMC	2	1	1	BCLS	Cytoflex
PE-Cy7-cryoPBMC	2	1	1	BCLS	Cytoflex
PerCP-Cy5.5-cryoPBMC	2	1	1	BCLS	Cytoflex
APC-AbCTotal	2	2	1	BCLS	Cytoflex
APC-Cy7-AbCTotal	2	2	1	BCLS	Cytoflex
FITC-AbCTotal	2	2	1	BCLS	Cytoflex
PE-AbCTotal	2	2	1	BCLS	Cytoflex
PE-Cy7-AbCTotal	2	2	1	BCLS	Cytoflex
PerCP-Cy5.5-AbCTotal	2	2	1	BCLS	Cytoflex
APC-Versacmp	2	3	1	BCLS	Cytoflex
APC-Cy7-Versacmp	2	3	1	BCLS	Cytoflex
FITC-Versacmp	2	3	1	BCLS	Cytoflex
PE-Versacmp	2	3	1	BCLS	Cytoflex
PE-Cy7-Versacmp	2	3	1	BCLS	Cytoflex
PerCP-Cy5.5-Versacmp	2	3	1	BCLS	Cytoflex
AqBead	2	4	1	BCLS	Cytoflex
PBBead	2	4	1	BCLS	Cytoflex
cryoPBMC-APC-CD14-fmo	3	1	1	BCLS	Cytoflex
cryoPBMC-APC-CD19-fmo	3	1	1	BCLS	Cytoflex
cryoPBMC-APC-Cy7-fmo	3	1	1	BCLS	Cytoflex
cryoPBMC-AqLD-fmo	3	1	1	BCLS	Cytoflex
cryoPBMC-AxPB-fmo	3	1	1	BCLS	Cytoflex
cryoPBMC-FITC-fmo	3	1	1	BCLS	Cytoflex
cryoPBMC-PE-Cy7-fmo	3	1	1	BCLS	Cytoflex
cryoPBMC-PE-fmo	3	1	1	BCLS	Cytoflex
cryoPBMC-PerCP-Cy5.5-fmo	3	1	1	BCLS	Cytoflex
panel1-cryoPBMC-1	3	1	1	BCLS	Cytoflex
panel1-cryoPBMC-1	3	1	2	BCLS	Cytoflex
panel1-cryoPBMC-1	3	1	3	BCLS	Cytoflex
panel1-cryoPBMC-2	3	1	1	BCLS	Cytoflex
panel1-cryoPBMC-2	3	1	2	BCLS	Cytoflex
panel1-cryoPBMC-2	3	1	3	BCLS	Cytoflex
panel1-cryoPBMC-3	3	1	1	BCLS	Cytoflex
panel1-cryoPBMC-3	3	1	2	BCLS	Cytoflex
panel1-cryoPBMC-3	3	1	3	BCLS	Cytoflex
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	1	BCLS	Cytoflex
AqLD-TruCount-CD45-AxPB-cryoPBMC-1	3	2	2	BCLS	Cytoflex
AqLD-TruCount-CD45-AxPB-cryoPBMC-2	3	2	1	BCLS	Cytoflex
